"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"instagram_url";"awards";"multiple_locations";"id";"FederationAbbr";"team";"CountryAbbr";"source ID";
"Gracie Burlington Jiu Jitsu";"https://www.gracieburlington.com/";(336) 260-0165;"2322 South Church St";"Burlington";"NC";27215;;"United States";"If you’re looking for fun, effective, and safe martial arts training, you’ve come to the right place! Head Instructor, Spenser Canup, is one of UFC Legend Royce Gracie’s first 20 black belts (he is actually the 19th Black Belt under Royce Gracie). Spenser continues to train directly under Royce, therefore we are able to offer authentic Royce Gracie Jiu-Jitsu training as close to the source you can get. Gracie Jiu-Jitsu is a self- defense system proven effective in real-world scenarios. It’s great for teaching kids how to non-aggressively protect themselves from bullies as well as for anyone who wants to learn how to defend themselves. In addition to Jiu Jitsu, we also offer Muay Thai/Striking, and Wrestling for adults, and Kids.  We are confident we have something for everyone! We welcome students of all ages, experience levels, physical abilities, and backgrounds to join our Jiu-Jitsu Family!";"https://static.wixstatic.com/media/7982bd_074ab6a878ae4cee88aef9258e183f1f~mv2.png/v1/fill/w_258,h_258,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/gracieburlington.png";"https://www.gracieburlington.com/kids";"We believe that the practice of Gracie Jiu-Jitsu is seen as a means to individual development and personal growth. Strength, self-awareness, respect, discipline and responsibility are common core values taught within our kid’s program.";;;"Muay Thai";;"https://www.gracieburlington.com/schedule";;"Spenser Canup";;"gracieburlingtonjiujitsu@gmail.com";"https://www.facebook.com/GracieBurlingtonJiuJitsu";"https://www.youtube.com/@gracieburlingtonjiujitsu";"https://youtu.be/RKrCpqzp5mg";"https://www.instagram.com/gracieburlington/";;0;2676;;;"US";;
"Goldsboro Jiu Jitsu Academy";;(252) 668-3587;"129 E Walnut St";"Goldsboro";"NC";27530;;"United States";"Goldsboro’s home for authentic Gracie Jiu Jitsu and self defense since 2008! Head instructor Jake Whitfield is a Royce Gracie Black Belt and former professional MMA fighter with 30 years of martial arts experience. Classes available for all ages from 5 to 95!";;;;;;;;;;"Jake Whitfield";;"graciegoldsboro@gmail.com";"https://www.facebook.com/graciegoldsboro/";"https://www.youtube.com/@GracieGoldsboro/";"https://youtu.be/jUFgtOxI4yk";"https://www.instagram.com/goldsborojiujitsu/";;0;2726;;;"US";;
"Royce Gracie Academy of the Triad";;(336) 207-7706;"901 Norwalk St., Suite F";"Greensboro";"NC";27407;;"United States";;;;;;;;;;;"Blayne Turnmire";;;;;;;;0;2675;;;"US";;"Closed"
"All-American Martial Arts Academy";"https://groundgrappling.com/";(252) 413-0066;"427 Evans Street";"Greenville";"NC";27858;;"United States";"All American Martial Arts Academy is a Luiz Palhares certified Brazilian Jiu Jitsu school where people can come to train in a friendly, non-intimidating environment.  We also offer Muay Thai Kickboxing and Mixed Martial Arts. We have a Family Atmosphere for training. Many of our students have their own kid’s train and we have 4 generations of the the founding Speight Family Train Teach and Roll on our mats. Team GAMMA stands for Greenville Academy Mixed Martial Arts. We have been Training Champions in Mixed Martial Arts for 14 years, and was the first to bring Mixed Martial Arts and Gracie Brazilian Jiu-Jitsu to Eastern North Carolina. We teach the proven techniques of the Gracie family. We believe in learning to walk before you can run. We understand the importance of the basic techniques, and that everyone must have a firm, solid base before advancement is possible. Therefore, we offer four nights of basic and intermediate training in the learning, memorization and application of these techniques, and one day of advanced techniques. We will guide you in your knowledge of these techniques, and we will also assist you in muscle memory. We do this by offering a drilling class once a week. Here, our basic instructors will select 3-5 techniques and drill them weekly.";"https://groundgrappling.com/wp-content/uploads/2014/04/speightlogorev-1024x922.jpeg";"https://groundgrappling.com/services/kids-martial-arts/";"Every day in the United States, an estimated 150,000 kids miss school due to fear or intimidation of bullies. Furthermore, that very fear of bullying leads to low self-esteem and depression in children and adolescents alike. Making matters worse is the fact that bullying goes virtually unaccounted for, with less than 15% of children actually reporting the abuse. Bullies rely on fear tactics, coercion and intimidation to gain power. They assert dominance over their victims through repeated acts of aggressive behavior, inflicting both physical and mental harm. Though it is common knowledge that the only way to defeat bullies is to stand up to them, most children feel incapable of confronting their tormentors because of an overwhelming concern for their personal safety. At AAMAA, we instill the confidence necessary for a target of bullying to face his/her aggressor, thus neutralizing the situation and restoring the balance of power.";;;"MMA, Muay Thai Kickboxing, Self-Defense";;"https://groundgrappling.com/schedule/";;"James Speight";"Free Lesson";;"https://www.facebook.com/All-American-Martial-Arts-Academy-Bully-Proof-Jiu-Jitsu-Team-Gamma-156873824329187/";"https://www.youtube.com/@MrGammafighter/";"https://youtu.be/OCti28YAZTw";"https://www.instagram.com/teamgammaenc/";;0;2724;;;"US";;
"Crest Brazilian Jiu Jitsu";"https://bjjhampstead.com/";(910) 218-1251;"15916 US-17";"Hampstead";"NC";28443;;"United States";"We are the premiere Brazilian Jiu Jitsu academy in the Hampstead area. We believe jiu jitsu is more than just a sport, self-defense system, or fitness program; it’s a lifestyle that improves the whole person. The physical, mental, and transcendent benefits of jiu jitsu should be accessible to everyone, from beginner to world-class competitor and any age, sex, or ethnicity. We will help you achieve your goals and believe Crest Brazilian Jiu Jitsu will enhance your life by improving your overall fitness, confidence, ability to defend yourself (and your family), and connecting you to a community of other positive, motivated people for support.";"https://bjjhampstead.com/wp-content/uploads/2019/03/Crest-white-transparent.png";"https://bjjhampstead.com/kids-martial-arts/";"We have kids classes for kids 5-16 years old that provide character development and personal growth that affects every area of life. Get into great shape & improve functional fitness for all sports; Build self-confidence; Improve respect, discipline, and self-control; Enhance focus and attention span; Prevent bullying; Meet other great kids";;;;;"https://bjjhampstead.com/schedule/";;"Tyler Boone";;"info@bjjhampstead.com";"https://www.facebook.com/CrestBJJ/";"https://www.youtube.com/@crestbrazilianjiujitsu7910/";"https://youtu.be/tHr9UU0CWLE";"https://www.instagram.com/crestbjj/";;0;2663;;;"US";;
"Gracie Charlotte";"https://www.graciecharlotte.com/";(704) 906-8929;"4947 Hwy 49 S.";"Harrisburg";"NC";28075;;"United States";"We are a Royce Gracie Jiu-Jitsu and Team R.O.C. Mixed Martial Arts school with students of all experience levels. No matter whether you are here for a sweat and some self defense or you desire to become a MMA fighter, we have you covered. There is a rich tradition of building skilled and well-rounded individuals in both Jiu-Jitsu and MMA. Several of our students have been successful in professional MMA. Many of our students, however, are here only for community, exercise, and learning.";"https://images.squarespace-cdn.com/content/v1/60d25af02fbb5039837d61a2/5351d8ae-4d1b-4dfb-8847-e30bb733eb9e/image000000.jpg?format=1500w";"https://www.graciecharlotte.com/kids";"Our kids jiu-jitsu program teaches the same techniques as our regular adult program, as well as the entire curriculum of Gracie Self Defense techniques. We use a structured teaching method to maximize your child’s learning. In each class, we go through a series of warmups and drills all related to Jiu-Jitsu movements and techniques. Following the warmups, we will demonstrate and drill 2 to 3 Gracie Self Defense Techniques. Following the self defense techniques, we will demonstrate and drill 2 to 3 Jiu-Jitsu techniques, usually related techniques, or a combination of techniques that flow from one to another. Lastly, we generally conclude our classes with 15 or more minutes of live sparring or “rolling” where your child attempts to use their new (and old) knowledge on resisting opponents of varying size and experience levels.";;;"MMA";;;;"Hallie 'Snake' Hair";;"snake@graciecharlotte.com";"https://www.facebook.com/rgjjcharlotte";;;"https://www.instagram.com/graciecharlotte_teamroc/";;0;2744;;;"US";;
"Integrated Martial Arts Academy";"https://www.maforu.com/";(704) 363-6236;"3816 Hwy 49 S.";"Harrisburg";"NC";28075;;"United States";"Feed your mind, body and spirit. Our Academy is truly one of a kind and the only one in the area that offers such a variety of effective martial arts and self-defense training. We focus on teaching martial art fundamentals that will create positive lifestyle changes that last a lifetime. Our schedule offers morning, daytime, evening, and weekend options six days a week so you can find a class to fit your busy schedule. Our programs are designed specifically for improving overall physical fitness and technical skills in a safe environment.";"https://static.wixstatic.com/media/0dcad4_bce8cf7bdc0c434b9eb53e48a19b57d9~mv2.png/v1/fill/w_133,h_130,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/0dcad4_bce8cf7bdc0c434b9eb53e48a19b57d9~mv2.png";"https://www.maforu.com/kids-classes";"Children’s classes are designed to begin an excellent foundation for self defense in real life situations, build coordination, confidence and self esteem. The age group starts at 4.5 years old for the small kids class. Each child will learn how to kick, punch, and grapple effectively and avoid being bullied or attacked. The emphasis on avoiding confrontation is first and foremost in this class. Students will earn how to avoid bad situations and how to handle them if they happen. These classes are fun, informative, and effective. Your child will learn to be more focused, disciplined, and also learn how to become a responsible young adult that shows respect to everyone they encounter. Please note students younger than 4.5 years old may be allowed to enroll at Sensei’s discretion after a brief meeting with you and your child.";;;"Jeet Kune Do (JKD) Concepts; Kali - Filipino Martial Arts; Muay Thai Kickboxing";;"https://integrated-martial-arts-academy.sparkpages.io/booking/";"Mon-Sat: 7:00am-9:00pm";"Mark Cukro";;;"https://www.facebook.com/IntegratedMartialArtsAcademy/";"https://www.youtube.com/@markcukrojiujitsu2322/";"https://youtu.be/WW16JqSGFXU";"https://www.instagram.com/integratedmartialartsacademync/";"Mark Cukro - 1997 – 1st place South Carolina Grappling Championship; Advanced 1998 - 1st place South Carolina Submission Championship; Advanced 2000 - East Coast Grappling Championship;  Advanced Division Many other local tournaments";0;2711;;;"US";;
"Tinsley Family Martial Arts Hertford";"https://www.tinsleyfamilymartialarts.com/";(252) 207-7793;"117 W Market Street";"Hertford";"NC";27944;;"United States";"Welcome to Tinsley Family Martial Arts. Where we break down barriers to help students realize their full potential. Together we take challenges head on, overcome adversities, and build a healthy competitive spirit. You’ll enjoy having fun and training amongst exciting people who are passionate about improving their lifestyle through Jiu-Jitsu and Muay Thai classes.";;"https://www.tinsleyfamilymartialarts.com/gracie-jiu-jitsu";"Kids Jiu-jitsu Ages 6 1/2 +";;;"Muay Thai / Kickboxing";;"https://www.tinsleyfamilymartialarts.com/schedule";;"Donald Tinsley";;"tinsleyfamilymartialarts@gmail.com";"https://www.facebook.com/TinsleyFamilyMartialArts/";"https://www.youtube.com/@donnietinsley2485/";"https://youtu.be/O6pPk_IAxnU";"https://www.instagram.com/tinsleyfamilymartialarts/";;0;2702;;;"US";;
"Fènix Jiu-Jitsu";"https://fenixjiujitsu.com/";(828) 217-9036;"841 8th Ave NE";"Hickory";"NC";28601;;"United States";"Fènix Jiu Jitsu was founded on the idea that Jiu Jitsu is more than a martial art, it’s a community. Since 2016, Fènix JJ has worked hard to build an atmosphere that makes learning “the gentle art” as comfortable and laid back as it can be, while still upholding the high standards and principles that its founders set many years ago. There are several classes available at Fènix. We offer morning, youth, fundamental, advanced, and striking classes, as well as “no gi” or submission wrestling. This is very similar to regular Jiu Jitsu but without the traditional uniform. Fènix offers the largest mat space in the area, as well as heavy bags for striking, changing rooms, and fantastic instruction. We provide our students with a clean environment to train in and the dedication to improve the lives of every student. This is what makes Fènix stand out. We can’t wait to prove it to you!";"https://fenixjiujitsu.com/wp-content/uploads/2022/02/Fenix_JiuJitsu_blackText.png";;"Our Youth Brazilian Jiu Jitsu program is based around the Gracie Bullyproof system, which is a series of games designed to teach a set of core skills useful to Brazilian Jiu Jitsu, while also keeping everything fun. These games are taught in a rotating curriculum, with a different game every class.";;;"Kickboxing, NoGi (Submission/Grappling Class)";;"https://fenixjiujitsu.com/calendar/";;"Jason Bebber";;"FenixJJ@yahoo.com";"https://www.facebook.com/fenixjiujitsu/";"https://www.youtube.com/@fenixjiujitsu5266";"https://youtu.be/I3R4kk7ffIg";"https://www.instagram.com/fenix.jiujitsu/";;0;3717;;;"US";;
"Hickory Academy of Martial Arts";"https://www.hickorykarate.com/";(828) 205-1419;"2063 Main Ave SE";"Hickory";"NC";28602;;"United States";"For over 20 Years the Hickory Academy of Martial Arts has been the Best Family Martial Arts School in the Area. Starting in a Garage and growing into a vibrant and integral part of the community, we are dedicated to enriching the lives of all of our students and their families. Producing Quality Blackbelts, Sport Karate Champions, Jiu-Jitsu Competitors since opening, and more importantly producing confident, goal oriented leaders. Helping students and Families to take the lessons learned on the mat, home with them and into our community.  ";"https://static.wixstatic.com/media/3b67e3_bc4a4d13bace493fa705c9e7c49446af~mv2.jpg/v1/fill/w_84,h_84,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/logo.jpg";"https://www.hickorykarate.com/kids-classes";;;;"Karate";;"https://www.hickorykarate.com/schedule";;"Joshua Page";"Free Week";"hickoryacademy@gmail.com";;"https://www.youtube.com/@hickorykarate/";"https://youtu.be/tsMLa6Bwkno";"https://www.instagram.com/hickoryacademy/";;0;2733;;;"US";;
"Brazilian Jiu Jitsu High Point";"https://www.bjjhighpoint.com/";(336) 869-8399;"3755 Admiral Drive #104";"High Point";"NC";27265;;"United States";"Brazilian Jiu Jitsu BJJ & Martial Arts High Point specializes in world class Brazilian Jiu-Jitsu as the leading Brazilian Jiu-Jitsu Academy (BJJ) in Greensboro, High Point, Kernersville, Archdale and Jamestown, NC. Robson Moura Black Belts have excelled at the premier competitive and teaching levels in Brazilian Jiu-Jitsu, Submission Wrestling, and Mixed Martial Arts (MMA). They are now excited to share their passion for the art of Brazilian Jiu-Jitsu (BJJ) Martial Arts and have a progressive education system for you. You will maximize your potential and overcome all obstacles with this innovative system and our professional instruction. You will learn one of the most effective self defense systems ever developed and develop a healthier life-style. You will develop relationships and a way of life from the friendship of being a member of the largest and most successful  team in Brazilian Jiu Jitsu (BJJ) Martial Arts in Greensboro, High Point, Kernersville, Archdale and Jamestown, NC. We provide first-class instruction and unique system to develop students growth in Brazilian Jiu Jitsu and full commitment to each of our students. ";"https://static.wixstatic.com/media/32ee8d_1b848aadd3f74c5a985e1040b1596d85~mv2.png/v1/fill/w_205,h_196,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Steve%20Snyder%20Brazilian%20without%20text%20bars%20copy.png";;;"https://www.bjjhighpoint.com/bjjhighpointclasses";"Our women are an important part of the team. We offer special classes for our women for them to work specifically with other ladies. These classes enhance the learning experience and build strong relationships amongst the team.";;;;;"Steve Snyder";;"BJJHighPoint@gmail.com";"https://www.facebook.com/BJJHighPoint";;"https://youtu.be/XpawFpBDIPw";"https://www.instagram.com/bjjhighpoint/";;0;2666;;;"US";;
"7 Elements Gym";;(704) 875-9501;"105 Parr Dr";"Huntersville";"NC";28078;"5/5 Stars";"United States";;;;;;;;;;;"Reuben Griffith, Jr";;;;;;;;0;1077;;;"US";;"Closed"
"4M Fitness";"https://4mfit.com/";(704) 248-1529;"2021 Van Buren Avenue";"Indian Trail";"NC";28079;;"United States";"From Fighters to Families, We have something for everyone! Our facility is 14,000 square feet. We offer Brazilian Jiu Jitsu, Muay Thai (Kickboxing), Boxing, Wing Chun/Kali, Cardio Boxing/Kickboxing, BootCamps and Kids Classes. We do community/charity with our members. We have 2 mottos- ""Form Matters"" and ""Our house. Our Family. Our Fight."" We are so proud of the school & community that we have built.";"https://marketmusclescdn.nyc3.digitaloceanspaces.com/wp-content/uploads/sites/307/2021/09/03144410/logo.png";"https://4mfit.com/program/kids-martial-arts/";"The Kids Program follows the Pedro Sauer Kids System that implements simple and effective Self- Defense techniques, as well as aspects and techniques of competitive Jiu Jitsu. The students will develop body mechanics, balance, and flexibility while getting a unique workout that you can only get through training Jiu Jitsu. The students will also have opportunities to compete in a sport that has a positive attitude and focuses on self-development. The students in the 4M Kids Jiu Jitsu program will develop self-confidence, healthy habits, and build friendships that can last a lifetime. Brazilian Jiu Jitsu is all about self-discovery and improvement while learning how to defend yourself when moments call for it.";;;"Muay Thai / Kickboxing, Boxing, Wrestling, Judo, MMA, Wing Chun / Kali, Yoga, Group Fitness";;"https://4mfit.com/schedule/";;"Diego Guilhermino";;"info@4mfit.com";"https://www.facebook.com/4MfitnessMMA/";"https://www.youtube.com/@4mfitness/";"https://youtu.be/wJxaeKqLMFw";"https://www.instagram.com/4m_fitness/";"Diego Guilhermino - 2008 - Second place Brazilian Beginner`s Championship; 2009 - State Champion FJJ-Rio; 2010 - State Ranking Champion FJJ-Rio; 2011 - Third place South American IBJJF, 2x State Champion FJJ-Rio; 2012 - Second place State No-Gi FJJ-Rio, Second place Rio International Open IBJJF; 2013 - 2x State Ranking Champion FJJ-Rio, Third place Rio International Open IBJJF; 2014 - State Ranking Champion FJJ-Rio, Second place Florida Open IBJJF; 2015 - 3x State Ranking Champion FJJ-Rio; 2016 - Open weight champion on Pan-American SJJSAF; 2017 - Third place State FJJ-Rio, 4x State Ranking Champion FJJ-Rio; 2018 - Second place Rio International Open No-Gi IBJJF; 2019 - First Place No-Gi Newbreed Charlotte Open, First Place Black Belt Charlotte Open, Second Place Charlotte International Open IBJJF – Medium Heavy Class; 2020 - Tap Out Cancer Benefit Tournament- WIN; 2021 - Second Place Charleston International Heavy Class IBJJF, First Place New Orleans International Open No-Gi Open Class IBJJF, First Place New Orleans International Open Heavy Class IBJJF, Third Place Absolute Division New Orleans International Open Class IBJJF";0;2734;;;"US";;
"Art of Motion Jiu Jitsu";"https://aomjj.com/";(419) 551-0988;"4400 Indian Trail Fairview Rd";"Indian Trail";"NC";28079;;"United States";"Martial arts is our passion and we want to pass that passion on to you! At Art of Motion we are about forming a community and changing lives. Our positive and encouraging environment will be the backdrop for learning sweet techniques as well as life-saving skills. Join us today and see yourself how we mix having fun with technical instruction and why we are the best place for yourself or family to train martial arts. We offer Jiu Jitsu, Muay Thai and fitness classes at a reasonable price in a professional and clean school.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/6184/Logo-white-121586.png";"https://aomjj.com/classes/Kids-Jiu-Jitsu";"Here at Art Of Motion Jiu Jitsu, we're proud to offer kids from Indian Trail the opportunity to get high-quality Jiu Jitsu training from elite instructors! Sometimes parents think that the martial arts are all about fighting, but that couldn't be further from the truth. Our Kids Jiu Jitsu program is focused on helping cultivate strong values in our students, giving them the tools they need to enjoy lifelong success. From building confidence and learning focus to establishing lifelong habits of physical fitness, our Kids Jiu Jitsu program is all about helping kids become the best they can be!";;;"Muay Thai, Group Fitness";;"https://aomjj.com/blog/91982/Schedule";;"Aaron King";;"grapple@aomjj.com";"https://www.facebook.com/artofmotionbjj/";"https://www.youtube.com/@artofmotionjiujitsu5178/";"https://youtu.be/tobnNC9rwao";"https://www.instagram.com/aombjj/";;0;2706;;;"US";;
"SMA Academy";"https://smamartialarts.com/";(704) 931-8629;"11914 Elm Lane, Suite 160";"Charlotte";"NC";28277;;"United States";"SMA Academy offers the best teaching and training in the area. We are proud to be one of the only schools offering these specialized programs for our students in one training facility. Personalized Initial Private Lesson to assess each student’s Martial Art’s needs, level and goals. We have convenient class schedules with unlimited attendance. SMA Academy is conveniently located in the Charlotte Area.";"https://smamartialarts.com/wp-content/uploads/2021/06/sma-horizontal.png";"https://smamartialarts.com/kids-martial-arts/";"We invite you to enroll your youngsters in our Kids Martial Arts Program. They will have a ball while learning self-defense, physical development while building new and long-lasting friendships. Our programs are also sensitive to bully prevention…a reality our children face all too often. It is a proven fact that Karate boosts self-confidence for all ages. Sensei Sparks started training as a young child and 23 years later, martial arts still plays a pivotal role in his life. Our kids martial arts program allows children from 6-13 years old to learn a non-quitting spirit, build self confidence, and learn self defense.";;;"Kickboxing";;"https://smamartialarts.com/class-schedule/";"Mon, Wed: 7:00pm-8:00pm; Tues, Thurs: 6:00pm-8:00pm; Sat: 10:15am-12:00pm";"Sensei Kris Sparks";;"info@smamartialarts.com";"https://www.facebook.com/SMAMartialArtsAcademy";;;"https://www.instagram.com/sma.academy/";;0;2709;;;"US";;
"Martial Arts and More (Blackheart Martial Arts)";"https://mmajacksonvillenc.com/";(910) 989-0006;"1146 Gum Branch Rd., Suite 116";"Jacksonville";"NC";28546;;"United States";"From the newest student to the most experience competitor, Martial Arts and More has a class where you'll feel at home right away! Our classes in Jacksonville are taught by Gracie certified instructors, professional fighters, competition champions, black belts, and hall of fame inductees. There's a reason we're the most sought out school in the community! Our Brazilian Jiu Jitsu, Muay Thai, and Mixed Martial Arts sessions will challenge you and keep you excited for each new lesson. Whether you're interested in starting for your health and fitness or you're planning on stepping into the competition arena, let Martial Arts and More be your new Martial Arts home!";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/7852/logo-255004.png";;;"https://mmajacksonvillenc.com/classes/Womens-Martial-Arts";"At Martial Arts And More, we get it. Brazilian Jiu Jitsu and Muay Thai are close-combat styles that can be uncomfortable in mixed company or if you're just getting started. That's why we're proud to offer women across Jacksonville and Camp Lejeune a chance to train with confidence in our Women's Warriors Classes. Build your skills one step at a time a get in a great workout that will help you see incredible results.";"MMA, Muay Thai Kickboxing";;"https://mmajacksonvillenc.com/Home/Schedule";;"Allen Bose";;"wrightskarate@yahoo.com";"https://www.facebook.com/WrightseXtremeMMA";;;"https://www.instagram.com/blackheartmartialarts/";;0;3716;;;"US";;
"Combat Club Martial Arts and Fitness";"https://www.combatclubfitness.com/";(910) 378-2003;"925 N Marine Blvd";"Jacksonville";"NC";28546;;"United States";"We have an amazing community of members. Active Duty, Veterans, kids, families, competitors and pro fighters all training together at our gym. Whether your are training for the first time, visiting or coming from another gym we want to create an environment that is welcoming for anyone wanting to experience martial arts, combat sports or fitness.";"https://static.wixstatic.com/media/f5f234_efcb05d14ec7476ba92a8c355e268749~mv2.png/v1/fill/w_200,h_200,al_c,q_85,enc_auto/f5f234_efcb05d14ec7476ba92a8c355e268749~mv2.png";;;;;"Muay Thai, USA Boxing, Karate, MMA";;"https://www.combatclubfitness.com/full-schedule";"Mon-Fri: 6:00am-12:30pm, 3:30pm-9:00pm; Sat: 9:00am-1:00pm";;"2 day trial";"combatclubcontact@gmail.com";"https://www.facebook.com/Combatclubfitness/";"https://www.youtube.com/@strikersunion/";"https://youtu.be/htx2WN_R4yE";"https://www.instagram.com/combatclubjacksonville/";;0;3718;;;"US";6837;
"Trinity Martial Arts";"https://trinitymartialartsacademy.com/";(919) 873-3174;"4021 Village Park Dr.";"Knightdale";"NC";27545;;"United States";"At Trinity Martial Arts Academy we have been training community members from kids to adults. Our students of all ages excel socially and in life at home, at school, and at work.";"https://trinitymartialartsacademy.com/wp-content/uploads/2022/12/Trinity-Martial-Arts-Academy-logo-sm.png";"https://trinitymartialartsacademy.com/karate-for-kids/";"Trinity Martial Arts Academy is developing life skills that help kids in school, at home, socially and so MUCH More in Knightdale NC.";;;"Karate";;;"Mon-Sat: 9:00am-9:00pm";"Nathaniel Hunt";;"Nathunttmaa@gmail.com";"https://www.facebook.com/trinitymartialartsNC/";;;"https://www.instagram.com/_trinity_martial_arts/";;0;2722;;;"US";;
"Axial Brazilian Jiu Jitsu";;(702) 245-2140;"122 East Cronly Street";"Laurinburg";"NC";28352;;"United States";;;;;;;;;;;;;;;;;;;0;2677;;;"US";;"Closed"
"Fight to Win of Shelby";;(704) 473-8304;"450 E Stagecoach Trl";"Lawndale";"NC";28090;;"United States";"Fight To Win Of Shelby is a affiliate school of Fight To Win in Charlotte, North Carolina. Fight To Win head instructor Steve Hall is A 2nd degree black belt that is certified by legendary fighter Royce Gracie.";;;;;;;;;;"Aaron Collins";;"fighttowinofshelby@gmail.com";;"https://www.youtube.com/@fighttowinshelby6167/";"https://youtu.be/AvsVgXgShVY";;;0;2687;;;"US";;
"Davidson County BJJ";"https://section8mma.com/";(336) 251-4715;"135 Young Dr.";"Lexington";"NC";27292;;"United States";"At Davidson County Brazilian Jiu Jitsu, we believe in the power of positive reinforcement. We help our students grow their confidence, build discipline, and become the best they can be. Traditional Brazilian Jiu Jitsu training isn't just about fighting - it's about striving to be better. Enroll for your first class and see for yourself why parents around Lexington and Davidson County are choosing our classes to help their kids perform better in school, learn respect, and practice lasting leadership skills! But Brazilian Jiu Jitsu isn't just for kids! We've also helped adults from across our community develop more robust fitness, learn practical self-defense, and feel revitalized! Our classes offer a great workout, professional instructors, and a passionate community. It's never too late to get started. Also, with an adult membership at Davidson County BJJ, you'll get 24/7 access to our facility and all the equipment inside - including the outdoor MMA cage, Manila climbing rope, TRX rings, weights, and more! We're here to help you along your fitness journey. Whether that means only coming to practice your skills at BJJ and MMA or using our state of the art facility and equipment to further your development at any time of day, we want to help you every step of the way.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/6841/Logo-New-161438.png";"https://section8mma.com/classes/Kids-Martial-Arts";"Here at Davidson County BJJ, we're proud to offer kids from Lexington the opportunity to get high-quality Jiu Jitsu training from elite instructors! Sometimes parents think that the martial arts are all about fighting, but that couldn't be further from the truth. Our Kids Jiu Jitsu program is focused on helping cultivate strong values in our students, giving them the tools they need to enjoy lifelong success. From building confidence and learning focus to establishing lifelong habits of physical fitness, our Kids Jiu Jitsu program is all about helping kids become the best they can be!";;;"MMA";;"https://section8mma.com/Home/Schedule";;"Chad Stevens";;"davidsoncountybjj@gmail.com";"https://www.facebook.com/section8bjj/";"https://www.youtube.com/@dcbjj";"https://youtu.be/ajwQowqQCnk";"https://www.instagram.com/davidsoncountybjj/";;0;2717;;;"US";;
"Indian Trail Brazilian Jiu Jitsu LLC dba Relentless Martial Arts";;(980) 553-0225;"2585 W Roosevelt Blvd";"Monroe";"NC";28110;;"United States";;;;;;;;;;;"Vernon Kirk";;;;;;;;0;2708;;;"US";;"Closed"
"Fight To Win Lake Norman - Mooresville";;(704) 966-9364;"132 N Cardigan Way, Suite B";"Mooresville";"NC";28117;;"United States";;;;;;;;;;;"Jon Plyler";;;;;;;;0;2697;;;"US";;"Closed"
"Gracie Lake Norman";"https://gracielakenorman.com/";(704) 479-1255;"148 Lugnut Lane, Ste. 202";"Mooresville";"NC";28117;;"United States";"Gracie Jiu-jitsu is a form of Brazilian martial arts that focuses on ground fighting and submission holds. It is a highly effective self-defense system that can empower children in a variety of ways. It's more than just gaining physical strength and skill. Jiu-jitsu also promotes mental and emotional well-being in the form of stress relief, focus, and perseverance. Moreover, Gracie Jiu-jitsu is a great form of exercise that can improve overall health and wellness. At Gracie Lake Norman, we are transforming each and every child's life and gifting them with the confidence to take on every challenge. With our experienced instructors and supportive community, your child will thrive in their Gracie Jiu-jitsu journey. ";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/6432/smaller-logo-2022-243486.png";"https://gracielakenorman.com/classes/Kids-Jiu-Jitsu";"Are you looking for a way to keep your child active, to instill important life lessons like respect and self-confidence, and to offer them a chance to join a friendly, supportive community? Look no further than Gracie Lake Norman. Our proven methods will help students develop their physical and mental health, become more focused, and perform better in both school and their social lives. We're proud to be Mooresville's catch-all solution to improving your child's life, so check out our Kids Jiu Jitsu program today and discover how we can set your child up for success! ";;;"Self Defense";;"https://gracielakenorman.com/Home/Schedule";;"Ranard Brown";"Free Class";"gracielakenorman@gmail.com";"https://www.facebook.com/GracieLakeNormanBJJ/";"https://www.youtube.com/@gracielakenormanbrazilianj1655/";;"https://www.instagram.com/gracie_lkn/";;0;2671;;;"US";;
