"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations";"id";"FederationAbbr";"team";"CountryAbbr";"source ID"
"Império Team Olive";;;"R. Dr. Álvaro da Paixão Júnior, n° 50 - Parque Aeroporto";"Macaé";"RJ";"27963-780";;"Brasil";;;;;;;;;;;"Ernesto Bacellar Olive";;;"https://www.facebook.com/academiaimperioteamolive/";;;;0;;"CBJJ";;"BR";6452
"João Santos BJJ";;;"Rua W20, sentido praia, n. 16 Travessa Vila das Flores, true Bairro: Lagomar";"Macaé";"RJ";;;"Brasil";;;;;;;;;;;"João Cláudio R. dos Santos";;;;;;;0;;"CBJJ";;"BR";7328
"Marcos Machado Jiu-Jitsu";;;"Av. Lagomar n: 207 fundos, Engenho da Praia";"Macaé";"RJ";;;"Brasil";;;;;;;;;;;"Marcos Jose de Matos Machado";;;;"https://www.youtube.com/user/markynhosdj";"https://youtu.be/ljf5E3wE9qU";;0;;"CBJJ";;"BR";6731
"OAK Jiu-Jitsu";;" + 55 22 98133-4682";"Av. Carlos Augusto Tinoco Garcia, 1516 - Sol e Mar";"Macaé";"RJ";"27940-290";;"Brasil";;;;;;;;;;;"Luan de Carvalho Alves";;;"https://www.facebook.com/Oakjiujitsu/";;;;0;;"CBJJ";;"BR";6593
"Ruan Quintanilha BJJ";;;"Av. Automóvel Club n:3570, Loja";"Magé";"RJ";"25900-000";;"Brasil";;;;;;;;;;;"Ruan Quintanilha da Silva";;;;;;;0;;"CBJJ";;"BR";7420
"Team Orochi Jiu-Jitsu";;;"Rua Dona Hilda n: 117, bairro: Piabetá";"Magé";"RJ";;;"Brasil";;;;;;;;;;;"Alexandre Torquato Ricardo Alves";;;;;;;0;;"CBJJ";;"BR";7508
"Daniel Dantas Jiu-Jitsu School";;" + 55 21 98614-0036";"Rua das Camélias (Rod. Amaral Peixoto Km 21), São José do Imbassaí";"Maricá";"RJ";"24930-504";;"Brasil";"Jiu-Jitsu de qualidade e alto nível para praticantes e atletas. Venha nos fazer uma visita!!! Nosso objetivo é oferecer um Jiu-Jitsu de qualidade para praticantes e atletas.";;;;;;;;;;"Daniel Dantas Peres";;"danieldantasbjj@gmail.com";"https://www.facebook.com/danieldantasbjj/";;;;0;;"CBJJ";;"BR";6528
"Ideal Jiu-Jitsu";;" + 55 21 97259-2111";"Rua Maranhão, 191 - Méier";"Rio de Janeiro";"RJ";"20720-230";;"Brasil";;;;;;;;;;;"Bruno Dias dos Santos";;;"https://www.facebook.com/idealjj/";;;;0;;"CBJJ";;"BR";7035
"Game Fight Miguel Pereira";;;"Rua Luiz Márquez, 150";"Miguel Pereira";"RJ";"26900-000";;"Brasil";;;;;;;;;;;"Vinícius Jorge Dubugras do Amaral";;;;;;;0;;"CBJJ";;"BR";7600
"Centro de Lutas Sandrão Santana";;;"Rua José Ribeiro Leite n: 131, Centro";"Miracema";"RJ";"28460-000";;"Brasil";;;;;;;;;;;"Sandro Batista de Santana";;;;;;;0;;"CBJJ";;"BR";7357
"Caju Jiu-Jitsu Academy";"https://www.cajujjacademy.com/";" + 55 21 3254-5286";"Rua Geraldo Martins, 134 - 2 andar - Santa Rosa";"Niterói";"RJ";"24220-380";;"Brasil";"Estaremos sempre no tatame com a mesma missão: compartilhar e aprender. E neste caminho passaremos juntos pelos desafios que a pratica de uma arte marcial como o Jiu-Jitsu nos oferece. Aprenderemos técnicas baseadas em alavancas e autoconhecimento necessário para saber como e quando usa-las.";"https://static.wixstatic.com/media/6c8ed0_45d352ea4c8348e0b78efedd7552b39d~mv2.png/v1/fill/w_59,h_52,al_c,q_85,usm_0.66_1.00_0.01/LOGOBOLA.webp";;;;;;;"https://www.cajujjacademy.com/hor%C3%A1rios";;"Romulo de Souza Azevedo";;"cajujjacademy@gmail.com";"https://www.facebook.com/cajujjacademy/";"https://www.youtube.com/channel/UCWRBNKY9rYCXuPdjh0Tsnxw";"https://youtu.be/JTygH6JB9lw";;0;;"CBJJ";;"BR";6827
"Camboinhas Jiu-Jitsu";;" + 55 21 99812-4428";"Av. Prof. Carlos Nelson Ferreira, 125, salas 218/219, Bairro: Camboinhas";"Niterói";"RJ";"24358-705";;"Brasil";"A mais nova Escola de Jiu-Jitsu da Região Oceânica de Niterói - RJ, localizada no Shopping Camboinhas Mall, tem foco no bem estar e na qualidade de vida !";;;;;;;;;;"Marcus Vinicius Mendes de Freitas";;;"https://www.facebook.com/RibeiroCamboinhas/";;;;0;;"CBJJ";;"BR";6293
"Palhares Jiu-Jitsu Brasil";;;"Rua Fagundes Varela n: 320, Chácara - Ingá";"Niterói";"RJ";"24210-520";;"Brasil";;;;;;;;;;;"Cesar Augusto Monteiro Palhares";;;;;;;0;;"CBJJ";;"BR";6540
"Pax Jiu-Jitsu Academy";"https://alessandrobjj.business.site/";" + 55 21 99934-0003";"Rua Visconde do Uruguai, 177 - Centro";"Niterói";"RJ";"24030-078";;"Brasil";"Lugar agradável, familiar, com pessoas do bem, excelente ensino técnico de jiu-jitsu, vc terá saúde física e mental, autoestima e autoconfiança, praticando jiu jitsu de verdade, são 100m2 de tatame, excelente acesso, muito fácil de chegar. Venha treinar com a gente e seja um campeão na vida! São mais de 14 anos formando campeões dentro e fora dos tatames!!! Oss";;;;;;;;;;"Alessandro Moreira Nunes";;;"https://www.facebook.com/alessandronunesbjj/";"https://www.youtube.com/channel/UCyiNK-JciQSB4-mhbydfzHw";"https://youtu.be/F4HzP36CyNQ";;0;;"CBJJ";;"BR";7142
"TBN Jiu-Jitsu";;" + 55 21 98885-7507";"Rua Saldanha Marinho n:94, Centro";"Niterói";"RJ";"24030-040";;"Brasil";"Uma Academia de Artes Macias, trazendo o Tradicional em suas modalidades!";;;;;;;;;;"Marcio da Cruz Costa";;"teambrothersniteroi94@gmail.com";"https://www.facebook.com/teambrothersbjjNiteroi/";"https://www.youtube.com/channel/UCu8DRTElDmAXNqBcFZvKAVg";"https://youtu.be/lXIOhoN_53Y";;0;;"CBJJ";;"BR";7129
"UNT";;;"Rua Dr. Paulo César n: 107 Sala 113, Icaraí";"Niterói";"RJ";"24220-401";;"Brasil";;;;;;;;;;;"Welton Ribeiro Soares";;;;;;;0;;"CBJJ";;"BR";7038
"3 Angle Jiu-jitsu Academy";;;"Av. Julio Antonio Thurler n: 757, Sobreloja Bairro:Olaria";"Nova Friburgo";"RJ";"28620-000";;"Brasil";;;;;;;;;;;"Luiz André Campos C. de Albuquerque";;;;;;;0;;"CBJJ";;"BR";7345
"GF Team Friburgo";;;"R. Vicente Sobrinho, 19 - Olaria";"Nova Friburgo";"RJ";"28623-400";;"Brasil";;;;;;;;;;;"Adriano Lima Rodrigues";;;;;;;0;;"CBJJ";;"BR";7065
"Grativol BJJS";;;"Rua Moise Amélio n: 38 Sobreloja, Centro";"Nova Friburgo";"RJ";"28613-210";;"Brasil";;;;;;;;;;;"Filipe das Neves Grativol";;;;;;;0;;"CBJJ";;"BR";7334
"BVH Jiu Jitsu";;;"Estrada João Venâncio dê Figueiredo, 691";"Nova Iguaçu";"RJ";"26020-000";;"Brasil";;;;;;;;;;;"Alex Sandro Gonçalves";;;;;;;0;;"CBJJ";;"BR";7750
"Dentinho Jiu-Jitsu";"https://fight-school-jiu-jitsu.ueniweb.com/";" + 55 21 99861-7017";"Rua Nilson Moura, 142";"Nova Iguaçu";"RJ";"26087-085";;"Brasil";"Incrível Centro de Jiu-jitsu na Cidade de Nova Iguaçu. Fique em forma, mais forte e mais confiante no nosso centro. Fight School Jiu-Jitsu possui treinador especializado e qualificado em uma ampla variedade de artes marciais. Se você deseja aprender jiu-jitsu, defesa pessoal ou desenvolver suas atuais habilidades, estou confiante de que encontrará uma aula adequada para seu estilo em meu estúdio na cidade de Nova Iguaçu.";;;;;;;;;"Mon, Wed, Fri: 7:00pm-10:00pm";"Carlos Teodorio dos Santos";;"karlossensei@gmail.com";;;;;0;;"CBJJ";;"BR";7547
"GF Team Austin";;" + 55 21 97652-1214";"Rua Itagiba n: 48 Loja, Bairro: Mariléia";"Nova Iguaçu";"RJ";"26086-090";;"Brasil";;;;;;;;;;;"Emerson Ferreira Faria";;;"https://www.facebook.com/GFTeam.austin/";;;;0;;"CBJJ";;"BR";7075
"Game Fight Paraiba do Sul";;;"Rua Zilda Torres de Castro n: 46 casa 01, Lava Peis";"Paraiba do Sul";"RJ";;;"Brasil";;;;;;;;;;;"Everton Damasceno Guimarães";;;;;;;0;;"CBJJ";;"BR";5925
"Infight Paraiba do Sul";;;"Ladeira do Volante n:107, Bairro: Volante";"Paraiba do Sul";"RJ";;;"Brasil";;;;;;;;;;;"Rogerio Poggio de Castro";;;;;;;0;;"CBJJ";;"BR";7223
"J.R Lopes Jiu-Jitsu";;;"Estrada Manoel Walter Bechtlufft n: 333, Castelo São Manoel Bairro: Correas";"Petrópolis";"RJ";;;"Brasil";"O Jiu-Jitsu trás consigo uma filosofia voltada ao equilíbrio do corpo e da alma e orienta essa prática no cotidiano, buscando também despertar indivíduos mais seguros e autoconfiantes. O objetivo deste esporte é desenvolver reflexos físicos, emocionais e espirituais, detectando medos e limitações, em busca de caminhos positivos. O confronto pessoal exige o encontro do equilíbrio, para que o aluno seja um vencedor de si mesmo, vencendo primeiramente seus próprios limites. Quanto maior a harmonia e a sintonia entre corpo e mente, maior a autoconfiança, o autocontrole, a autoestima e a fé. A disciplina que o jiu-jitsu exige faz parte da filosofia de vida que deve estar sempre voltada para a evolução, confiança e poder. O autocontrole e autoconfiança são estimulados através da implicação dos exercícios físicos e mentais. A melhor maneira de superar seus limites é quando sua mente está positiva e voltada para o seu potencial. Somente estando com o pensamento positivo é que você conseguirá superar suas dificuldades. As técnicas de defesa desta luta são baseadas em forças de alavancas, que possibilitam que o praticante vença adversários mais fortes e pesados, isso traz uma sensação de superação e invencibilidade que se estende para vários setores da vida. O jiu-jitsu também canaliza a energia do aluno para o bem, colocando-o em um ambiente saudável, onde existem fortes laços de amizade e companheirismo, podendo inclusive tirá-lo de uma vida improdutiva e até das drogas. O jiu-jitsu trabalha o corpo e a mente com disciplina e respeito. \""Violência não, Jiu-Jitsu sim.\""";;;;;;;;;;"Jose Roberto Lopes";;;"https://www.facebook.com/Equipe-JR-Lopes-Jiu-Jitsu-581965051981896/";;;;0;;"CBJJ";;"BR";6717
"Academia Sankaco de Jiu-Jitsu";;;"Rua Atilio Marotti n: 1020, Quarteirão Brasileiro";"Petrópolis";"RJ";"25680-290";;"Brasil";;;;;;;;;;;"Irineu Ravelli Junior";;;;;;;0;;"CBJJ";;"BR";6929
"Clube Uchimata de Jiu-Jitsu";;;"Rua Hercides José Estrela n:666, Loteamento Samambaia";"Petrópolis";"RJ";"25710-265";;"Brasil";;;;;;;;;;;"Carolino Muniz";;;;;;;0;;"CBJJ";;"BR";264
"Gracie Petrópolis";;;"Rua Aureliano Coutinho n: 67, Cobertura";"Petrópolis";"RJ";"25625-000";;"Brasil";;;;;;;;;;;"Breno Martins Angelo";;;;;;;0;;"CBJJ";;"BR";6686
"Icon Jiu-Jitsu Team Petrópolis";;" + 55 24 98148-4564";"Rua Visconde de Taunay n:118 Castelo São Manuel, Correas";"Petrópolis";"RJ";"25720-200";;"Brasil";"Aprenda jiu jitsu moderno eficaz pra quem sonha em ser profissional essa é equipe certa icon e uma equipe internacional aonde tem os melhores professores";;;;;;;;;;"Maurio Ferreira Martins";;"maurioferreira@yahoo.com.br";"https://www.facebook.com/iconteampetropolis/";"https://www.youtube.com/channel/UC5Ynf8933No-fW22Zkv8mPw";"https://youtu.be/3jbJOytmQL8";;0;;"CBJJ";;"BR";6370
"Team JC Brazilian Jiu-Jitsu";;;"Rua Perônio Américo n: 810, Vila Felipe";"Petrópolis";"RJ";"25635-380";;"Brasil";;;;;;;;;;;"Irineu Ravelli Junior";;;;;;;0;;"CBJJ";;"BR";6275
"Academia ADR Jiu-Jitsu";;" + 55 21 98300-5149";"Rua Dom Bosco, 88 - Sampaio";"Rio de Janeiro";"RJ";"20961-040";;"Brasil";;;;;;;;;;;"Sergio Leandro Meinick Braga";;;"https://www.facebook.com/jiujitsuadr/";;;;0;;"CBJJ";;"BR";6596
"Academia SBA - Behring Barramares";"https://sbajj.com/";" + 55 21 97228 7384";"Av. Lucio Costa, 3300 (Tatame) - Barra da Tijuca";"Rio de Janeiro";"RJ";"22630-010";;"Brasil";"The SBA is a Jiu-Jitsu association led by Master Sylvio Behring, an 8th degree red and black belt. The association uses Jiu-Jitsu as a tool for transforming society and is present on 4 continents.";"https://sbajj.com/wp-content/uploads/2019/09/Sylvio-Behring-Association-BG-White.png";;;;;;;;;"Mario Luiz Souza";;"behringbarramares@gmail.com";;;;;0;;"CBJJ";;"BR";7080
"Brazilian Fight - Cachambi Prof João Claudio";;" + 55 21 98339-7683";"Rua Dr Ferrari, 115 - Todos os Santos";"Rio de Janeiro";"RJ";"20770-005";;"Brasil";;;;;;;;;;;"João Claudio Lima Soares";;"studiodelutasjc@gmail.com";"https://www.facebook.com/EquipeJoaoClaudioJiuJitsuBrazilianFightTeam/";;;;0;;"IBJJF, CBJJ, FJJRIO, CBJJO, FJJO, LERJJI, CBLA, FBERJ, CREF/RJ";;"BR";7111
"Action Jiu-Jitsu";"https://www.actionbjj.com/";" + 55 21 98272-2997";"Av. Jorn. Ricardo Marinho, 457 - Barra da Tijuca";"Rio de Janeiro";"RJ";"22631-000";;"Brasil";"Marcus Meira, besides being a Black Belt and master of Jiu-Jitsu, he has a degree in Advertising and has specializations in Marketing and Journalism. The school's vision is not only based on martial arts, but also that the student is a client, in which the school, which is a business, must provide an excellent service. The combination of respect and affection of martial arts mixed with professionalism and the need to deliver the best service, make our school gain space in the scene of struggles and very satisfied students.";;;;;;;;;;"Marcus Meira";;;"https://www.facebook.com/actionjiujitsubjj/";;;;0;;"CBJJ";;"BR";6769
"Alexandre Papa";;;"Rua Carmem Miranda numero 60 Jardim Guanabara";"Rio de Janeiro";"RJ";"21931-080";;"Brasil";;;;;;;;;;;"Alexandre Barroso de Almeida";;;;;;;0;;"CBJJ";;"BR";7609
"Andre Santos Brazilian Jiu-Jitsu";;;"Av Getúlio Vargas, 1601 - 2° andar - Centro";"Nilópolis";"RJ";"26510-014";;"Brasil";;;;;;;;;;;"Andre Luiz Daniel Santos";;;;;;;0;;"CBJJ";;"BR";6794
"ANJJA";;;"Rua General Polidoro n: 39/204, Bairro: Botafogo";"Rio de Janeiro";"RJ";"22280-004";;"Brasil";;;;;;;;;;;"Alesandro de Oliveira Nascimento";;;;;;;0;;"CBJJ";;"BR";6718
"Belt Academy";;;"Av. Epitacio Pessoa n: 2142/403, Bairro: Ipanema";"Rio de Janeiro";"RJ";"22411-072";;"Brasil";;;;;;;;;;;"Luiz Antônio Nunes de Oliveira Filho";;;;;;;0;;"CBJJ";;"BR";7072
"BJJ Galvão";;;"Rua Otávio Ascoli n: 280 sala 6, Centenário";"Duque de Caxias";"RJ";"25030-040";;"Brasil";;;;;;;;;;;"Carlos Alberto Regis Galvão";;;;;;;0;;"CBJJ";;"BR";6381
"Brota Campeão";;" + 55 21 99275-3675";"Rua Carlos Xavier - Campo do Falcon, Bairro: Oswaldo Cruz";"Rio de Janeiro";"RJ";;;"Brasil";"A Equipe Brota Campeão é um projeto fundado em 05 de julho de 2010 e seu principal CT (Centro de Treinamento) fica em um espaço no Centro Social da Rua Carlos Xavier, mais conhecido como Campo do Falcon no bairro de Oswaldo Cruz na Zona Norte do Rio de Janeiro. No início, contava com dez alunos e hoje conta com mais de 100 atletas. Ao longo destes sete anos, e Equipe se filiou as principais federações de Jiu-Jitsu como a FJJ-Rio, FJJD, a CBJJD, a CBJJO e a SJJSAF etc. e consagrou alguns campeões regionais e nacionais. Assim como outras equipes da Zona Norte, as origens da Equipe Brota Campeão estão no Grande Mestre Oswaldo Baptista Fadda, e tem nas figuras do Professor Norberto Lourenço (Responsável Técnico) e o do Sensei Antônio Ângelo (Mestre) como seus principais representantes. Hoje a equipe conta também com os professores Carlos Alexandre Pereira (CT Penha), Gleidson Mendes de Góes (CT Anchieta), José Gledson da Silva Costa (CT Vila Valqueire), Fernando Bruno C. Izabel (Conselheiro), Osmar de Oliveira Cruz (CT Piabetá), Adriano Bastos Batista (Petrópolis), além do instrutor Ubirajara Araújo (CT Nova Iguaçu) que são responsáveis ou corresponsáveis por seus respectivos centros de treinamento dando continuidade ao ensino da Arte Suave com o principal lema da Brota que é “Mais do que uma Equipe, uma Família”.";;;;;;;;;;"Norberto Soares Lourenço";;"equipebrotacampeao@gmail.com";"https://www.facebook.com/BrotaCampeaoJiuJitsu/";"https://www.youtube.com/channel/UC97qNE5QAA5SMGWvk0u2svQ";"https://youtu.be/7Qos9Vpe7LM";;0;;"CBJJ, FJJ-Rio, FJJD, CBJJD, CBJJO, SJJSAF";;"BR";7556
"Burns BJJ";;;"Rua Evilasio Silva n: 121, bairro: Fonseca";"Rio de Janeiro";"RJ";;;"Brasil";;;;;;;;;;;"Herbert Mitchell Pontes Burns";;;;;;;0;;"CBJJ";;"BR";7058
"Carlson Gracie Leme";;" + 55 21 96417-5807";"Ladeira Ari Barroso n: 1 3 andar, Bairro: Leme";"Rio de Janeiro";"RJ";"22010-060";;"Brasil";;;;;;;"Muay Thai, Wrestling";;;;"Rodrigo da Costa Totti";;"r.totti@hotmail.com";"https://www.facebook.com/carlsongracieleme/";;;;0;;"CBJJ";;"BR";6582
"Charlie Brown Team";;;"Travessa Libânia, 47 - Cruzeiro do Sul";"Mesquita";"RJ";"26551-140";;"Brasil";;;;;;;;;;;"Vinicius dos Santos Fonseca";;;"https://www.facebook.com/Charlie-Brown-Team-139600009450689/";;;;0;;"CBJJ";;"BR";7088
"CL Team";;;"Rua Maranhão n: 196 casa 7, Bairro: Meier";"Rio de Janeiro";"RJ";"20720-230";;"Brasil";;;;;;;;;;;"Cassio Lisboa da Costa Junior";;;;;;;0;;"CBJJ";;"BR";6225
"CMT12 Escola de Lutas";"https://cmt12.com.br/";;"Rua Sidney, 96 - Praça Guilherme da Silveira";"Rio de Janeiro";"RJ";"21875-030";;"Brasil";"A Clayton Mangueira Team é a melhor escola de lutas da região. A CMT12 foi criada pelo Mestre Clayton Mangueira. Na CMT12 você aprende e mantém seu condicionamento físico no Boxe, Muay Thai, MMA, Luta Livre, Luta Olímpica e Jiu Jitsu. Escola de lutas em Bangu, Rio de Janeiro. Situada na praça Guilherme da Silveira, em frente à estação de trem de nome homônimo. O ano é 1998, Clayton Mangueira agora se torna Grau Preto de Muay Thai - 12º Kahn Sib Song - ano também de sua conquista da Copa BUDOKAN de Luta Livre. E é percebendo sua grande expertise em aulas das modalidades Muay Thai e Luta Livre, que Clayton decide inaugurar seu projeto ""Clayton Mangueira Team - CMT12"". Em pouco tempo, seus muitos atletas começaram a participar de competições de Muay Thai da Confederação Brasileira e também da Liga Brasileira. Na LUTA LIVRE, a CMT12 participou de diversas competições como Copa BUDOKAN, Copa Cyclone, Copa Rip Dorey, Campeonatos Estaduais, Brasileiros, NAGA – North America Grappling Association e ADCC - Abu Dhabi Combat Club Submission Wrestling World Championship - por exemplos. A equipe migrou também para competições de Vale Tudo (MMA - Mixed Martial Arts) e participou de inúmeros eventos não só brasileiros como mundiais! Participação expressiva em grandes eventos como: IVC - International Vale Tudo Championship, Jungle Fight Championship, Face to Face, WFE, WOCS, Fury Fight, Importal, Shooto, Rings, Fights Night, M-1 e Akhamat, LS-70 (Rússia), Arena Fight (Argentina), Pride (Japão), UFC além de inúmeros títulos nacionais e internacionais em Luta Olímpica. Nos dias atuais a equipe vem participando de competições de Boxe e Beachboxing e já vem conquistando vitórias importantes. O nosso lema é: ""A oportunidade faz o campeão"".";"https://cmt12.com.br/img/003.jpg";;;;;"Boxing, Muay Thai, MMA, Wrestling, Olympic Wrestling ";;;;"Clayton Mangueira";;"claytonmangueira@gmail.com";"https://www.facebook.com/claytonmangueira12";"https://www.youtube.com/channel/UCT8vyVTRJJskPAs2VxV5A1Q/";"https://youtu.be/BcamIsdFcRM";;0;;"CBJJ";;"BR";7221
"CORE BJJ";;;"Av. Dom Helder Camara n: 2066, Cid. Pol. bloco 04 - Jacarezinho";"Rio de Janeiro";"RJ";"21050-455";;"Brasil";;;;;;;;;;;"Sérgio Ignacio";;;;;;;0;;"CBJJ";;"BR";6222
"Dojo Mestre Alfredo Marques";;;"Rua Antonio Rego n: 226 Frente, Olaria";"Rio de Janeiro";"RJ";"21021-262";;"Brasil";;;;;;;;;;;"Alfredo Marques da Silva Neto";;;;;;;0;;"CBJJ";;"BR";6665
"EH Jiu-Jitsu Academy";;;"Rua da candelária n: 86 3º andar, Centro";"Rio de Janeiro";"RJ";"20091-020";;"Brasil";;;;;;;;;;;"Amelio Arruda Camara";;;;;;;0;;"CBJJ";;"BR";5713
"Equipe Aliados";;" + 55 21 98614-4209";"Rua Prefeito José de Moraes Dias lote 28 qd BB, Parque Paraído";"Rio de Janeiro";"RJ";;;"Brasil";"Equipe fundada sob a liderança dos mestres Arlans Maia da Base Jiu-Jitsu, Vasco Bento da VBT Jiu-Jitsu, Laerte Barcelos Jiu-Jitsu, e o prof.Luciano Mendes.";;;;;;;;;;"Vasco Bento Filho";;"aliadosjiujitsu@gmail.com";"https://www.facebook.com/aliadosjiujitsu/";;;;0;;"CBJJ";;"BR";6785
"Equipe Arte Leve";;" + 55 21 97264-5447";"Avenida Princesa Isabel n: 150 sala 501, Copacabana";"Rio de Janeiro";"RJ";"22011-010";;"Brasil";;;;;;;"Judo, Muay Thai, MMA";;;;"Hilton Luiz Mascarenhas";;"equipe.arteleve@gmail.com";"https://www.facebook.com/artelevebjj/";;;;0;;"CBJJ";;"BR";53
"Equipe FJU BJJ";;;"Av. Segal n: 40, Del Castilho";"Rio de Janeiro";"RJ";"20771-590";;"Brasil";;;;;;;;;;;"Celio Caneca";;;;;;;0;;"CBJJ";;"BR";7093
"Equipe Gama Jiu-Jitsu";;" + 55 21 99512-7952";"Av. Ministro Ary Franco n: 1036, Bairro: Bangu";"Rio de Janeiro";"RJ";"21862-005";;"Brasil";;;;;;;;;;;"Rodrigo Souza da Gama";;;"https://www.facebook.com/Equipe-Gama-Jiu-Jitsu-553814721318837/";;;;0;;"CBJJ";;"BR";1069
"Equipe IBABJJ";;" + 55 21 96999-2541";"Rua Sylvio da Rocha Polis n: 751, Bairro: Barra da Tijuca";"Rio de Janeiro";"RJ";"22793-395";;"Brasil";;;;;;;;;;;"Marcos Vinicius Manhães da Costa";;;"https://www.facebook.com/ibabjj/";;;;0;;"CBJJ";;"BR";7087
"Equipe Lebeis";;" + 55 21 98181-4404";"Av. Rio Branco n: 120/2 andar, Centro";"Rio de Janeiro";"RJ";"20050-030";;"Brasil";"Academia localizada no prédio da associacao dos empregados do comercio do Rio de Janeiro, com ótima estrutura, sala de musculação, studio de pilates, dojo, sala de massagem e estética, ginásio para prática de ginástica localizada, step, gap, futsal, basquete, vôlei. Banheiros com armários com chave. Entre outros. Aulas de Judô, Jiu-jitsu, Muay Thai, Aikido, Krav- Maga e Jump. Venha nos conhecer.";;;;;;"Judo, Muay Thai, Aikido, Krav-Maga";;;;"Fernando Lebeis Pires";;"equipelebeis@gmail.com";"https://www.facebook.com/equipelebeis/";"https://www.youtube.com/channel/UChDfP088hYDGYn4hfLRhE3A";"https://youtu.be/WAKinyGF8H4";;0;;"CBJJ";;"BR";6703
"Equipe Sensei Gabu";;;"Rua Joana Fontoura n: 74, Bonsucesso";"Rio de Janeiro";"RJ";"21060-610";;"Brasil";;;;;;;;;;;"Gabriel Gomes de Souza";;;;;;;0;;"CBJJ";;"BR";7042
"Equipe WCL";;;"Rua Luiz Carlos Ferreira Tirado n: 148, Bairro: Cidade Nova";"Itaperuna";"RJ";"28300-000";;"Brasil";;;;;;;"MMA, Boxing, Muay Thai";;;;"Wanderley Cordeiro de Lima";;;"https://www.facebook.com/Equipewcl/";;;;0;;"CBJJ";;"BR";7113
"Escola de Jiu-Jitsu Bruno Alves";"http://escolabrunoalves.com.br/";" + 55 22 99868-9644";"Rua Primeiro de Maio, 1310 - Niterói";"Itaperuna";"RJ";"28300-000";;"Brasil";"Nosso ambiente é mais do que uma academia, é um local de encorajamento e mudança de hábito. Nosso objetivo é proporcionar qualidade de vida através do Jiu-Jitsu. Com a evolução da modalidade, hoje possuímos turmas específicas para todas as idades, níveis e propósitos, dando aos alunos benefícios físicos e mentais que nenhum outro esporte consegue proporcionar. Visão: Ser mais que uma academia, um ambiente que transforma positivamente a vida de crianças e adultos. Missão: Oferecer os benefícios únicos do Jiu-Jitsu a todos, especialmente as crianças. Valores: Integridade, Ensino, Aperfeiçoamento Profissional e Família.";;"http://escolabrunoalves.com.br/kids-6-a-12/";"Kids 7 - 12 - A aula é feita de forma lúdica, conforme eles vão tendo uma melhor compreensão os fatores como disciplina e coordenação começam a ter um maior peso, até chegarmos no foco da parte técnica que acontece conforme os alunos evoluem dentro do programa de ensino. Aqui eles aprendem não só a ter limites, como começam a entender o significado da disputa, do perder e ganhar, o incentivo é para se extrair o melhor de cada um e trazer a eles uma auto-estima e auto- confiança essenciais para que se desenvolvam como crianças seguras e disciplinadas.";;;;;;;"Bruno Alves Ferreira Nogueira";;"contato@escolabrunoalves.com.br";"https://www.facebook.com/escoladejiujitsuba/";;;;0;;"CBJJ";;"BR";6153
"Escola de Luta Cassius Marcelo";;;"Rua Araújo Leitão n: 607 bl 3 / 402, Engenho Novo";"Rio de Janeiro";"RJ";"20715-310";;"Brasil";;;;;;;;;;;"Cassius Marcelo Nascimento Souza Lima";;;;"https://www.youtube.com/user/cassius537/";"https://youtu.be/gBisZH2Kya0";;0;;"CBJJ";;"BR";6008
"Escola de Lutas FF";;;"Praça da Concórdia, Jacarezinho";"Rio de Janeiro";"RJ";"20973-090";;"Brasil";"Núcleo da Escola de Lutas Fábio Florêncio sob o comando do Professor Mariano PQD (Faixa Preta 2 Graus). Desde 2010 estamos ensinando o jiu-jitsu brasileiro para crianças, jovens e adultos na comunidade do Jacarezinho.";;;;;;;;;;"Fabio Florencio Alves";;;"https://www.facebook.com/EscolaDeLutasFFJacarezinho/";;;;0;;"CBJJ";;"BR";7401
"Essence BJJ";;;"Rua José Rascão S/N, São José";"São Pedro da Aldeia";"RJ";"28940-000";;"Brasil";;;;;;;;;;;"Ricardo Alberto Tavares Viana";;;;;;;0;;"CBJJ";;"BR";6378
"Familia Andre Marola";;;"Rua Duquesa de Bragança n: 15 Loja, Grajaú";"Rio de Janeiro";"RJ";"20540-300";;"Brasil";;;;;;;;;;;"Alex Barros de Oliveira";;;;;;;0;;"CBJJ";;"BR";7023
"Familia Bangu BJJ";;;"Estrada Porto Nacional n: 54, Bairro: Bangu";"Rio de Janeiro";"RJ";"21870-380";;"Brasil";;;;;;;;;;;"Fábio da Silva Andrade";;;;;;;0;;"CBJJ";;"BR";6889
"Fight for a Kid";;;"Estrada de Curicica n: 43 Loja 4, Bairro: Curicica";"Rio de Janeiro";"RJ";"22710-560";;"Brasil";;;;;;;;;;;"Maxsuel Lourenço";;;;;;;0;;"CBJJ";;"BR";7162
"Fraternity Brazilian Jiu-Jitsu";;" + 55 21 97336-1592";"Rua Marechal Goes Monteiro, 842 - Gramacho";"Duque de Caxias";"RJ";"25035-740";;"Brasil";;;;;;;;;;;"Carlos Eduardo Rabelo Monçôres";;;"https://www.facebook.com/fraternitybjj/";;;;0;;"CBJJ";;"BR";5855
