"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Myrtle Beach Martial Arts Academy";"http://martialartsmyrtlebeach.com/";(888) 973-4775;"506 67th Avenue";"Myrtle Beach";"SC";29579;;"United States";"Myrtle Beach Martial Arts' Brazilian Jiu Jitsu classes in Myrtle Beach offer a complete training system that concentrates on your ability to use leverage and superior body position to control your opponent on the ground regardless of size and/or strength.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/v1362515922/43648.png";"http://martialartsmyrtlebeach.com/classes/Kids-Martial-Arts";"Myrtle Beach Martial Arts is proud to offer our amazing Kids Martial Arts Class that teaches kids the art of Brazilian Jiu Jitsu as a way to build their confidence and discipline while getting them fit and happy.";;;"Fitness Kickboxing";;"http://martialartsmyrtlebeach.com/Home/Schedule";;;;"info@97display.com";;;;;1;;
"Myrtle Beach Martial Arts";"https://mbbjj.com/";(843) 236-2620;"4225 Pinto Lane";"Myrtle Beach";"SC";29588;;"United States";"We are a full time Martial Arts Academy offering  After school programs , Summer camp, and evening classes for Children and Adults  teaching brazilian jiu jitsu and self defense classes";"https://img1.wsimg.com/isteam/ip/38e7a0fb-6edc-4607-bc8f-1234caa933dd/MBMA%20Logo.jpg/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=h:500,cg:true";"https://mbbjj.com/youth-program";;;;;;;"Mon-Fri: 2:30pm-9:00pm";;;;"https://www.facebook.com/myrtlebeachmartialarts/";;;;1;;
"Gracie Jiu Jitsu Murrells Inlet";;(843) 828-4386;"3551 US-17 Business";"Murrells Inlet";"SC";29576;;"United States";"One of the best self defense systems on the planet taught in a family friendly and ego free environment!";;;;;;;;;;;;;"https://www.facebook.com/graciejiujitsumurrellsinlet/";;;;1;;
"Grand Strand BJJ Academy";"http://fitnessedgemma.com/";;"201 East Cox Ferry Road";"Conway";"SC";29526;;"United States";"Let’s Roll.  Train with the best and most experienced instructors on the Grand Strand at Grand Strand BJJ.";"http://fitnessedgemma.com/wp-content/uploads/2018/04/gsbjj-300x216.png";"http://fitnessedgemma.com/kids/";"Brazilian Jiu-Jitsu is THE BEST non-violent self-defense for children and teens. Children learn takedowns, falling, controls, and at the older ages, “tap-outs.” In these sessions, we take the punching/kicking element out of the equation and focus mainly on grappling. Through demonstration, students learn a series of techniques each day. After thorough preparation, our students implement the new technique in a controlled and supervised sparring session, where they have the opportunity to practice techniques against a resisting opponent.";;;;;"http://fitnessedgemma.com/schedule/";;"Ken Davis";;;;;;;1;;
"Black Force MMA";"http://www.mmacharlestonsc.com/";(419) 957-4741;"200 Varnfield Drive, Unit D";"Summerville";"SC";29483;;"United States";"Black Force MMA & Fitness Academy offers Brazilian Jiu-Jitsu program (Gracie Jiu-Jitsu), Boxing, Kickboxing, MMA & over 4 different fitness/weight loss programs. BFMMA has benn voted #1 martial arts and fitness academy in the low country for the past 2 years! Whether you are just starting out or you are bored with your same old gym routine, come check us out.  Black Force has something for everyone!";"https://www.mmacharlestonsc.com/wp-content/uploads/2018/10/mma-charleston-training.png";;;;;"MMA, Cardio Kickboxing, Kickboxing, Muay Thai, Boxing, Judo, Athletic Yoga";"1-2 Classes per week $109.00/month. Unlimited Monthly Classes: $139.00 per month (This gives you full access to all of our classes 6 days a week!). We offer a 10% discount to Military, L.E., Fire, EMS, DOD, DOE, DOJ. Teachers, Students, Bosch, BAE, Boeing, Volvo and many, many more!";"https://www.mmacharlestonsc.com/class-schedule/";;"Dwight Decker";;"BlackForceMMA@yahoo.com ";"https://www.facebook.com/MMACharlestonSC/";"https://www.youtube.com/user/blackforcemma/";"https://youtu.be/gpsIvsda7zg";;1;;
"Myrtle Beach BJJ & Judo";"https://myrtlebeachbjj.com/";(856) 777-4223;"3334 US-17 Business";"Murrells Inlet";"SC";29576;;"United States";"Myrtle Beach BJJ & Judo at Myrtle Beach is located inside American 24 Fitness, we are a mixed martial arts club in Murrells Inlet catering to Jiu Jitsu, Judo & Tae Kwon Do. We are very easy to find, and parking is plentiful and we offer adult and kids classes in BJJ, Judo, MMA and Fitness.  We are open most days for classes or open mat which are led by our three highly experienced instructors, Alex Sholomisky, Dr Ray Maquez DC, and Christopher W. Ianacone Jr. We put on many events including edge weapons training and have just introduced our new FREE “Fight Club” cardio conditioning training program. Private one to one instruction is also available.";"https://myrtlebeachbjj.com/wp-content/uploads/2018/09/logobjjgorv3.png";"https://myrtlebeachbjj.com/kids/";"We offer kids classes for 6 - 11 year olds*. Bring your child, get them into an activity that will help them both in mind and body. And why not learn judo yourself alongside them, stay fit and active, and most of all, spend time with your child.";;;"Judo, MMA";"Adults: $100/month; Adult Beginner Class: $65/month; Womens Ju Jitsu: $65/month; Kids: $50/month";"https://myrtlebeachbjj.com/membership-rates/";"Mon-Thurs: 6:00pm-7:00pm, Sat: Open mat at 10:00am";"Alex Sholomisky";;"myrtlebeachbjj@gmail.com";"https://www.facebook.com/myrtlebeachbjj";"https://www.youtube.com/channel/UC6Pod1T0GlawIh1vJyqydxA";"https://youtu.be/RK5zw-NBzlA";;1;;
"Black Hills Brazilian Jiu-Jitsu";"http://bhbjj.com/";(605) 391-9032;"3325 W Main";"Rapid City";"SD";57702;;"United States";"We are an Atos Jiu-Jitsu Academy focused on helping individuals and families reach their potential.";"http://bhbjj.com/wp-content/uploads/2019/02/final-top-left-logo-bhbjj-atos.gif";;;;;;;"http://bhbjj.com/schedule/";;"Jeremy Schunneman";;"jschunneman@bhbjj.com";"https://www.facebook.com/BHBJJ1/";"https://www.youtube.com/channel/UCVKOAy9Oo9g54TvaoUjBZgA";"https://youtu.be/PDttDs0E_LI";;1;;
"Tennessee Brazilian Jiu-Jitsu Academy";"https://www.tbjja.com/";(931) 451-5152;"5228A Main St., Ste. A3";"Spring Hill";"TN";37174;;"United States";"Tennessee Brazilian Jiu Jitsu Academy has been servicing Spring Hill and Maury County for over a decade. We pride ourselves in being a family friendly facility. With over 4,000 square feet of space, we can accommodate several programs. We have programs for kids and adults. Come in and see why we are Spring Hill’s premier Martial arts and fitness facility.";"https://tbjja.com/wp-content/uploads/2018/08/tbjja-logo-wide-blk-sm.png";"https://www.tbjja.com/services/lil-rhinos-ages-6-13/";"The heart of Tennessee Brazilian Jiu Jitsu Academy is our kids program. The program is overseen and taught by 3rd degree Black Belt Ray Casias. There is no other program like the lil Rhino’s in Spring Hill or Williamson County. Your child be welcome with open arms as we strive ourselves in raising strong warriors. The kids are our future and if we do not guide them correctly we are in trouble. Ray’s program gives your child confidence, discipline, respect, integrity and a skill set that will follow them through their entire life. In Brazilian Jiu Jitsu your child will learn wrestling, judo, and BJJ all which will help them learn to defend themselves. What is BJJ? is a ground fighting systems that uses little to no striking to help subdue a large opponent. Kids will learn the self defense and sport aspect of Brazilian Jiu Jitsu. Come in and see why our kids Martial arts program was voted best in Spring Hill.";"https://www.tbjja.com/services/womens-bjj/";"Our Women’s Brazilian Jiu Jitsu program is run by word renown 5x Pan Am champion and 3x World Champion Rachel Morrison Casias. Who says women shouldn’t know how to fight? We have over 30 women the majority who are mom’s that will tell you differently. Coming in and taking a class can be scary as women associate Jiu Jitsu to men, but we promise you that is far from the truth. Empower yourself and take the first step in learning how to defend yourself. Most women will tell you that Jiu Jitsu is a stress reliever and is fun you just have to get past the fear. That being said you will have a great time in a very safe environment. Come join the ladies in their women’s only class every Sunday at noon.";"Wrestling, Judo, Cardio Kickfit";;"https://www.tbjja.com/schedule/";;"Ray Casias";;;"https://www.facebook.com/TBJJA/";"https://www.youtube.com/channel/UCRdcvFM1xvnKuDLPVBQZrpw/";"https://youtu.be/JibDGgJz0nI";;0;;
"Tennessee Brazilian Jiu-Jitsu Academy Murfreesboro";"https://www.tbjjam.com/";(629) 201-6131;"1400B West College St";"Murfreesboro";"TN";37129;;"United States";"Tennessee BJJ Academy Murfreesboro was opened in March 2014 and is located in Murfreesboro, TN. Our main focus is Brazilian Jiu Jitsu and No Gi Jiu Jitsu. We cater to the athlete that is looking to compete at the highest level and the BJJ hobbyist that comes in 2 to 3 times a week. BJJ provides the practitioner with the tools to defend him or herself against opponents of all sizes and statures, emphasizing the power of proper technique as a force to balance out potential strength disadvantages. Students will learn the most up to date techniques available by experienced instructors in a safe and clean environment. We also offer Muay Thai, Boxing, Wrestling, and Tae Kwon Do. We have an exceptional kids program for children ages 4-13 years of age. Our program will bully proof your child and give them the proper tools to give them confidence, discipline, and respect.";"https://www.tbjjam.com/wp-content/uploads/2019/06/TBJJA-logo-wide-1c-md.png";"https://www.tbjjam.com/classes/kids-jiu-jitsu/";"Our school is set apart from others by the fact that we keep our kids class small with multiple instructors to ensure your child receives the individualized attention he/she needs to get a firm grasp on what is being taught to them. BJJ techniques are practiced with other students as well as with instructors. Students apply their skills during grappling and structured games. During our class, the students learn takedowns, takedown defense and submissions. Your child will learn the adult class beginner curriculum in a more fun and kid friendly environment with a focus on defense and position. We focus on ground skills for Jiu Jitsu as well as wrestling. Your child will learn how to be part of a team. They will build on their self esteem and self discipline while learning to respect themselves and others. Our children’s program is great for self defense, physical fitness, social skills, and gross motor skills. These skills are hands on, making it easier for them to learn.They will learn when it is appropriate to use BJJ techniques, practice self control and respect and work hard as a cooperative team member. We make exercise, hard work and learning fun!";;;"Muay Thai, Boxing, Wrestling, Tae Kwon Do";;"https://www.tbjjam.com/schedule/";;"Earl Medley";;"info@bestboromma.com";"https://www.facebook.com/Tennessee-BJJ-Academy-Murfreesboro-605813489504630/";;;;0;;
"Gracie Barra Spring Hill";"http://www.gbspringhill.com/";(615) 505-1818;"2001 Campbell Station Pkwy";"Spring Hill";"TN";37174;;"United States";"Gracie Barra is one of the most trusted names in martial arts today. Our values, commitment to excellence and dedication to Jiu-Jitsu have set us apart as a leader in the Spring Hill martial arts community.";"https://graciebarra.com/spring-hill-tn/wp-content/uploads/sites/126/2018/01/GracieBarraSpringHillTN-logo.png";"https://graciebarra.com/spring-hill-tn/kids-teens-programs/";"Children and teens of all skill levels and abilities will benefit from Jiu-Jitsu classes at Gracie Barra Spring Hill. Our GB Kids Program is designed to teach children self-discipline as well as providing a unique way to express themselves. Our instructors are trained to interact and offer gentle correction for children and teens who practice the art of Jiu-Jitsu. Children over the age of three can begin their training at any of our 700 Gracie Barra Schools, experiencing the true power of brotherhood and integrity. Our GBK program is structured similarly to adult courses, with adaptations and modifications made to reach the different age ranges in the class. Jiu-Jitsu classes for children begin with the building blocks that are needed to teach the fundamentals of Jiu-Jitsu. We have developed a curriculum that is structured in a way that shows children and teens the value of routine, cooperation and self-awareness.";;;"BarraFIT";;"https://graciebarra.com/spring-hill-tn/our-school/#schedule";"Mon-Sun: 8:00am-9:00pm";"Reginaldo Almeida";;;"https://www.facebook.com/gbspringhill/";"https://www.youtube.com/channel/UC9PLLyBIcWlBsuxYnfSp5Bw";"https://youtu.be/nLsFv-XpJ-c";;1;;
"Tennessee BJJ and Judo Club";"http://www.tnbjj.com/";;"1376 N Wright Road";"Alcoa";"TN";37701;;"United States";"Our academy focuses on Brazilian Jiu-Jitsu. About 70% of the class is spent on BJJ matwork. We spend the remaining 30% of the time on standup Judo. Live positional training, and live sparring in both BJJ and Judo are done in every class. Brazilian Jiu-Jitsu (Also known as Gracie Jiu-Jitsu) focuses on ground grappling. It is a discipline where a smaller weaker person can reliably overcome a larger and stronger opponent, through the use of skillful technique. Arm locks, chokes, sweeps and pins are just a few of the things you will learn in your training. Our Judo training focuses on standup throwing techniques. Proper application of judo throws allow you to take your opponent to the ground. Judo throws include foot sweeps, hip throws, hand throws, and sacrifice throws. Although BJJ and Judo are competitive sports, it should be recognized that participation in these sports will greatly enhance your ability in self defense situations. Our curriculum was developed to maximize cross-over between gi, no-gi, and self defense. So the vast majority of what you learn can be applied in all of these areas. These sports are also fun and challenging and will improve your physical fitness and mental well being. Although we train hard, we emphasize safety and learning in our school, to minimize injuries, and to maximize progress and enjoyment. Promotions are possible in both BJJ and Judo.";"http://www.tnbjj.com/images/TNBJJJUDOCLUBLOGO140.jpg";;;;;;"Class Fees: First month is FREE (For Locals Considering Joining Only). Free to give you a chance to try out the class before you join. Member Fees: $50 dollars per month. Members get full access to all classes, web resources including more than 150 instructional videos, flow charts, etc. Members get all BJJ belt testing, and BJJ belts free. Certificates avaliable for a fee ($20). Judo promotions through USJA require a fee that is paid to the USJA. No Contracts. Mat Fee for Non-Members: Local Mat Fee for Single Class: $10 (For former members, or locals who are regular members of another gym who wish to cross train on a regular basis). Out of Area Visitors: $25 (For travelers who wish to attend a single class or two). No Contracts, No Hidden Fees";"http://www.tnbjj.com/ScheduleInfo.html";;"Richard B. Sparks";;;"https://www.facebook.com/tnbjjandjudoclub/";;;;1;;
"Profectus Jiu-Jitsu Brentwood";"https://profectushq.com/";(615) 915-1330;"91 Seaboard Lane";"Brentwood";"TN";37027;;"United States";"At Profectus Jiu-Jitsu, our adult programs are carefully designed to take you from a beginning student to a black belt while helping you learn and maintain a healthy lifestyle. Our kids programs are focused on developing discipline, work ethic, and self-confidence in a safe and fun environment. We have worked hard to maintain a supportive and friendly environment while at the same time cultivating a strong competition team that has produced gold medals at every level of competition. In addition to learning cutting-edge Jiu-Jitsu techniques, you’ll also connect with amazing group of diverse people and discovery why so many people say “Jiu-Jitsu saved my life!”";"https://images.squarespace-cdn.com/content/5bb5b6b0fd67935469274c58/1540602061502-PH8WGAJ7T1VCJJRC2WUR/profectus-logo-white.png?format=1500w&content-type=image%2Fpng";"https://profectushq.com/kids";"Our kids program is open to children ages 3 and up and is divided into Little Gorillas and Big Gorillas. Classes are designed to help our students develop balance, reflex, flexibility, and coordination. Students also learn self-esteem, discipline, and compassion. Rather than having to rely on their size or strength, our students learn to use leverage and technique to subdue their opponents. Classes are taught in a positive and fun environment to encourage students to enjoy learning the art, as well as the sport, of Jiu-Jitsu.";;;;;"https://profectushq.com/schedule";"Mon-Thurs: 7:00am-9:00pm, Fri: 7:00am-2:00pm, 6:00pm-7:00pm, Sat: 11:00am-2:00pm; Sun: 12:00pm-3:00pm";"Jeremy Akin";;;"https://www.facebook.com/BrentwoodBrazilianJiujitsu/";;;;0;;
"Profectus Jiu-Jitsu Fairview (Vigilance Martial Arts)";"https://www.vigilancemartialarts.com/";(615) 387-9510;"207 TN-96";"Fairview";"TN";37062;;"United States";"We currently offer classes in Taekwondo and Jiu-Jitsu four days a week with various levels of instruction for both youth and adults. Jiu-Jitsu, in Japanese, means ""gentle art."" Brazilian Jiu-Jitsu is a martial art and combat sport that teaches a smaller person how to defend themselves against a larger adversary by the use of leverage and proper technique. Derived from judo, incorporating grappling and wrestling, it is beneficial for both self-defense and a means of physical fitness. Vigilance Martial Arts is a Profectus Brazilian Jiu-Jitsu Affiliate";"https://static.wixstatic.com/media/02b458_2da8fb12cb33446b853b123009d48544~mv2.png/v1/fill/w_600,h_261,al_c,q_80,usm_0.66_1.00_0.01/02b458_2da8fb12cb33446b853b123009d48544~mv2.webp";;"TKD and BJJ for Youth Classes - Goals: To build a strong foundation. Our Jrs. classes range from ages 7-14 and are carefully designed with kids in mind. We strive to introduce Life Skills that will assist kids at becoming Black Belts at Life. Students learn movement drills, positions, and techniques that will build confidence and perseverance to tackle whatever life may bring.";;;"Taekwondo";;;;"Wesley Reynolds";;"vigilancebjj@gmail.com";"https://www.facebook.com/VigilanceBJJ/";;;;0;;
"Profectus Jiu-Jitsu Lebanon (Graves Brazilian Jiu-Jitsu)";"https://www.gravesbjj.com/";(804) 305-2321;"1018 West Main St";"Lebanon";"TN";37087;;"United States";"Our goal is to specialize in teaching the martial art and sport of Brazilian Jiu-Jitsu (BJJ) in Lebanon, Tennessee.";"https://www.gravesbjj.com/uploads/5/8/9/0/58901345/published/bjj-logo-just-image_3.jpg?1497042238";;;;;;;"https://www.gravesbjj.com/schedule.html";;"Jeff Spain Jr.";;"gravesbjj@gmail.com";"https://www.facebook.com/profectuslebanon";"https://www.youtube.com/channel/UCLiww2CZK-3ODI5SqIPYh1Q/";"https://youtu.be/c9T6jcdXlCM";;0;;
"RMA Jiu Jitsu Nolensville";"https://rmajiujitsu.com/";(615) 819-2124;"7180 Nolensville Rd., Suite 2C";"Nolensville";"TN";37135;;"United States";"Our mission is to teach each of our students with love and respect. Loyalty, Respect and Love are our core values. We are here, as a family, with our heart and soul to help you achieve your goals.";"https://rmajiujitsu.com/wp-content/uploads/2019/07/Logo.jpg";"https://rmajiujitsu.com/kids-programs/";;;;;;"https://rmajiujitsu.com/nolensville/";;"Marcelo Ribeiro";;;"https://www.facebook.com/rmajiujitsunolensville/";;;;0;;
"RMA Jiu Jitsu Brentwood";"https://rmajiujitsu.com/";(615) 819-2124;"6444 Nolensville Rd., Suite 103";"Nashville";"TN";37013;;"United States";"Our mission is to teach each of our students with love and respect. Loyalty, Respect and Love are our core values. We are here, as a family, with our heart and soul to help you achieve your goals.";"https://rmajiujitsu.com/wp-content/uploads/2019/07/Logo.jpg";"https://rmajiujitsu.com/kids-programs/";;;;;;"https://rmajiujitsu.com/brentwood/";;"Marcelo Ribeiro";;;"https://www.facebook.com/rmajiujitsubrentwood/";;;;0;;
"Borras Brazilian Jiu Jitsu";"http://www.bbjjtn.com/";(731) 298-9039;"584 East Church Street";"Lexington";"TN";38351;;"United States";"Professor Jorge Borras is a 4th degree black belt under Professor Carlos Valente (Rickson Gracie Association). Professor Jorge started his BJJ journey In 1996 while serving in the U.S. Navy Special Warfare (SWCC) team. Professor Jorge has dedicated his time to mastering Brazilian Jiu-jitsu. He became assistant instructor for Professor Carlos Valente and his passion for teaching this art grew from there. He has trained with some of the greatest BJJ practitioners in the world and is blessed to bring his knowledge to Lexington, TN. Professor is certified under the state of Tennessee TCI (TN Corrections Institute) utilizing Gracie Jiu-jitsu self-defense techniques/ Gracie Combatives. ";;;;;;;;"http://www.bbjjtn.com/classes.html";;"Jorge Borras";;"jborras@bbjjtn.com";"https://www.facebook.com/bbjjtn";;;;1;;
"Guardian MMA";"https://guardianmma.com/";(615) 895-1667;"730A Middle Tennessee Blvd, Ste 12";"Murfreesboro";"TN";37129;;"United States";"Whether you’re looking for individual martial arts coaching, personal training, class instruction for youth and adults in a variety of disciplines, or a safe After School Program for your child, we invite you to visit us at Guardian Mixed Martial Arts in Murfreesboro. Guardian MMA is a Black Belt School specializing in Brazilian Jiu-Jitsu. We offer a variety of classes for all skill levels. We also serve as the headquarters for the Shawn Hammonds Jiu-Jitsu Association and the home of Iron Church Fitness. Whether you’re looking for a fun fitness challenge, or a place to hone your competition skills, we hope you’ll join our martial arts family. ";"http://wp.guardianmma.com/wp-content/uploads/2018/04/Guardiam-mma.png";"https://guardianmma.com/youth-classes";"Our children’s and youth Jiu-Jitsu classes provide multiple benefits for kids: learning the value of making time for their health and fitness, confidence in themselves and their abilities, discipline and respect for others, and basic self-defense skills, among others. The coaches and instructors leading our children’s classes are intentional about using Jiu-Jitsu as a vehicle to teach all of these lessons to our students.";;;"Muay Thai, Submission Grappling";;"https://guardianmma.com/schedule";;"Shawn Hammonds";;;"https://www.facebook.com/GuardianMixedMartialArts/";;;;1;;
"Gracie Barra Knoxville";"http://www.samuelbragabjj.com/";(865) 690-0088;"8373 Kingston Pike, Ste 6000";"Knoxville";"TN";37919;;"United States";"The Gracie Barra School in Knoxville are well known in the Martial Arts community for its commitment to teaching high level Brazilian Jiu-Jitsu in Knoxville, Self Defense and Mixed Martial Arts. At our school, you will receive hands on attention from our world class instructors who will monitor your progress in a clean, safe, and family-friendly environment. Our instructors have trained under Professor Vinicius Draculino Magalhaes, at the original Gracie Barra BH Academy, located in Belo Horizonte, Brazil. Under Master Carlos’ and Professor Vinicius Draculino’s tutelage, the GB Knoxville instructors extensive knowledge of the “gentle art” was formed on the same mats as same of the best BJJ instructors and fighters ever known. Now some of them are based in Knoxville teaching Monday to Saturday at the Gracie Barra Knoxville Tennesee academy. Additionally, we are also fortunate enough to have some of the greatest athletes involved in the sport visit us and share their knowledge with us. Our school is for everyone and anyone who is looking to get in shape, learn self defense, and improve the overall quality of their lives. In addition our family-oriented environment is a perfect place to teach your children to feel safe everyday not only when they are at school or outside playing, but also in developing their self-confidence and discipline. If you are looking for high level competition, you will also find your place at our school. The best technical program allied to the great experience of Samuel Braga in the competition and fighting fields will make your way to the top!";;;;;;;;"http://www.samuelbragabjj.com/schedule.html";;"Samuel Braga";;"gbknox@graciebarraknoxville.com";"https://www.facebook.com/sevenhourox/";"https://www.youtube.com/user/7hour";"https://youtu.be/YPv8HDH3n1U";;1;;
"Chattanooga Jiu Jitsu Academy";"https://chattanoogajiujitsu.com/";(423) 847-0222;"3901 Hixson Pike";"Chattanooga";"TN";37415;;"United States";"Established in 2002 the Chattanooga Jiu-Jitsu Academy is Chattanooga’s premier self-defense martial arts academy exclusively dedicated to the teaching of Gracie Jiu Jitsu technique and philosophy as developed by its founder the late Grand Master Helio Gracie. We believe that this system of jiu jitsu is an incredible means of developing self-defense, physical fitness, and a multitude of positive life style benefits.";"https://chattanoogajiujitsu.com/wp-content/uploads/2018/04/Logo03.png";"https://chattanoogajiujitsu.com/classes/kids-jiu-jitsu/";"Believe it or not, Jiu-Jitsu is the most beneficial form of non-violent self defense for children and teenagers.  During these classes, a child can learn falling, takedowns, controls, and ‘tap outs’ among the older students. Unlike other martial arts, our daily classes do not incorporate any punching or kicking elements but focus primarily on grappling. Through demonstration, the students will learn a series of techniques in each lesson, and after preparation, they will have the opportunity to implement the technique in a supervised and control sparring session. Due to the fact that we have removed all dangerous kicking and punching from training, students can spar during training sessions as well to increase their level of proficiency in the sport. Children of all ages enjoy grappling and can learn how to use these movements with peers.";"https://chattanoogajiujitsu.com/classes/womens-jiu-jitsu/";"The main reason that women give for training in jiu-jitsu “this is how women can protect themselves”. There are many reasons for learning jiu-jitsu, it’s ideal for smaller and weaker opponents who need to dominate a large opponent using a technique in lieu of strength. As a woman in the U.S., there is an assault or a beating every nine seconds. Every woman in the U.S. has a 1 in 5 chance of being a victim of rape in her lifetime. doesn’t it make sense that learning jiu-jitsu is an ideal means of self-defense for the smaller weaker opponent? Jiu-jitsu is more than simply learning self-defense. It’s a way to get into shape, learn lifelong habits, make lifelong friendships, and have a lot of fun while doing it. If you know someone, male or female, who is considering taking a martial arts class, jiu-jitsu is an ideal choice. There’s no need to be worried. You’re not going to have to choke someone out unless you choose to.";;;"https://chattanoogajiujitsu.com/class-schedule/";;"Mickey Swafford";;"mickey@chattanoogajiujitsu.com";"https://www.facebook.com/chattanoogajiujitsuacademy/";;;;1;;
"American Martial Arts";"https://www.smyrnakarate.com/";(615) 355-0981;"7 N Lowry Street";"Smyrna";"TN";37167;;"United States";"American Martial Arts has been providing the finest Karate and Martial arts instruction to Smyrna, La Vergne and Northern Rutherford County, TN areas for over 20+ years. Our mission is to build champions not only on the mats but in life. Our philosophy of building Black Belt students from the inside out means that our students not only learn how to kick and punch but learn how to become the best version of themselves through our top-notch leadership and life skills programs.  We are dedicated to your success. American Martial Arts is headed up by Jim Harris. He is a 3rd Degree Black Belt Schools International certified instructor with over 15 years experience in the martial arts and 10+ years of teaching experience.";;"https://www.smyrnakarate.com/classes.html";"Would you like to ensure that your child will grow up to be confident, fit and capable of handling themselves regardless of the obstacles they will face? Our classes here at American Martial Arts are jam-packed with fun, fitness and exciting martial arts exercises that kids love! You’ll love our classes too because they’ll bring out the inner champion in your child! When your child participates in classes, our talented black belt instructors will give your child an incredible workout while instilling important leadership and character building skills. At the same time, your child will develop rock solid self-defense skills to keep them safe. Today there are dozens of options for fun kid's activities, but none can give your child the benefits they’ll get from taking martial arts classes! From giving kids a lifelong appreciation for fitness and engaging them with other kids their age in a fun and safe setting to teaching kids self-defense and building their self-confidence, our martial arts classes are simply one of the best gifts you can give your child!";;;"Karate";;;"Mon-Thurs: 3:00pm-9:00pm, Sat: 3:00pm-9:00pm";"Jim Harris";;"info@smyrnakarate.com";"https://www.facebook.com/SmyrnaKarate/";;;;1;;
"Nashville MMA";"http://nashvillemma.com/";(615) 297-4430;"711 A Main Street";"Nashville";"TN";37206;;"United States";"Learn from the best Martial Arts instructors in the area who are dedicated to providing a stable, family environment where you can excel in your personal goals and find a varied and supportive community. Whether your plan is to compete, lose weight, meet new like-minded people or increase your day-to-day life, we will help you get there faster than you ever thought possible while having fun doing it! The benefits of Marital Arts classes are endless. From confidence and self-esteem to discipline and empowerment, whether you're enjoying our Kids Marital Arts classes or our Adult programs, you'll start seeing improvement in mind, body and spirit in only a few short classes. ";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/nashville-mixed-martial-arts-105015.png";"http://nashvillemma.com/classes/Kids-Brazilian-Jiu-Jitsu-";"There's no better way to keep your child active and give them the tools to defend themselves than with our Kids Brazilian Jiu Jitsu Classes in Nashville. This incredible Martial Art offers students a total-body workout and some of the best strength and athletic skills around. Give your child a boost today at Nashville MMA. ";;;"MMA, Muay Thai Kickboxing";;"http://nashvillemma.com/Home/Schedule";;"Shawn Hammonds";;"info.nashvillemma@gmail.com";"https://www.facebook.com/nashvillemma/";"https://www.youtube.com/channel/UC5ET7pJ3Foif25wFEW_qo8w";"https://youtu.be/9Ryp7CziMqg";;1;;
"Seymour Brazilian Jiu-Jitsu Academy";"https://www.seymourbjj.com/";(865) 805-8019;"10341 Chapman Hwy., Ste. 2";"Seymour";"TN";37865;;"United States";"Our goal is to spread the art of Brazilian Jiu-Jitsu to Seymour, Sevierville, Knoxville, and the surrounding areas. We're here to provide quality instruction in a family-friendly environment. Through Jiu-Jitsu, you can discover so much more about yourself and what you are capable of -  both mentally and physically. ";"https://static.wixstatic.com/media/4ba5a0_6a324f15159e49d7843ea23961efa7c8~mv2_d_2016_1512_s_2.png/v1/crop/x_672,y_164,w_925,h_1098/fill/w_201,h_230,al_c,q_80,usm_0.66_1.00_0.01/4ba5a0_6a324f15159e49d7843ea23961efa7c8~mv2_d_2016_1512_s_2.webp";"https://www.seymourbjj.com/jiu-jitsu-for-kids-and-family";"Our goal is to spread the art of Brazilian Jiu-Jitsu to the kids of Seymour, Sevierville, Knoxville, and the surrounding areas. We provide quality instruction combined with a supportive and family-friendly training environment in order for your child to thrive as a young martial artist. Through Jiu-Jitsu children can discover so much about themselves and what they are capable of, both mentally and physically. One of the best decisions you can make for your child is enrolling them in our Brazilian Jiu-Jitsu program for kids and getting them started on their martial arts journey today.";;;;;"https://www.seymourbjj.com/schedule";;"Jon Dysert";;;"https://www.facebook.com/SeymourBJJAcademy/";;;;1;;
"Border Martial Arts Academy";"http://colliervillemartialarts.com/";(901) 308-9880;"4644 Merchants Park Circle";"Collierville";"TN";38017;;"United States";"At Border Martial Arts Academy, we are proud to offer a comprehensive martial arts system that includes training for men, women, and children of all skill levels. Whether your goal is to get fit and lose weight or master the skills of self-defense, we have the answer. We even offer high-level competition training and a dynamic kid's program that can help your child thrive in all aspects of life. Our team is committed to your success and we're ready to prove it on day one. ";"http://colliervillemartialarts.com/";"http://colliervillemartialarts.com/classes/Kids-Martial-Arts";"If you’re looking for an activity that will help your child grow AND meet them at their current ability level, then our Kids Martial Arts class (based primarily on the skills of Brazilian Jiu-Jitsu) is the perfect choice for the whole family.";;;"Fitness Kickboxing, Muay Thai, MMA, Judo, Strength and Conditioning";;"http://colliervillemartialarts.com/Home/Schedule";;"Jonathan Border";;"Bordermartialarts@gmail.com";"https://www.facebook.com/bordermartialartsacademy/";;;;1;;
